npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang,latitude,longitude
20200187,SD N PASIRANGSANA 03,Jl. Raya Cipadung Rt 01/07,Sukaresmi,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200188,SD N PASIRANGSANA 04,Kp Laladon,Sukaresmi,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200203,SD N PASIREURIH 01,Jl Raya Ciapus Km 7,Taman Sari,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200204,SD N PASIREURIH 02,Jl E Sumawijaya Rt 03/02,Pasir Eurih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200206,SD N PASIREURIH 04,Jl Raya Ciapus Km 7,Taman Sari,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200208,SD N PASIREURIH 06,Kp Pasireurih Rt 04/10,Pasir Eurih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200216,SD N SIRNAGALIH 01,Jl. Raya Ciapus,Sirnagalih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200298,SD N SIRNAGALIH 03,Jl. Raya Ciapus,Sukamantri,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20230583,SD N SIRNAGALIH 04,JL.MANDORSUKI RT 01/07,Sirnagalih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200221,SD N SIRNAGALIH 05,Jl.Kapten Yusup Kp.Kebonjati,Sirnagalih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200837,SD N SUKAMANTRI 02,Jalan Sawo Kiaralawang RT.04/06,Sukamantri,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200836,SD N SUKAMANTRI 03,Jl. Purnama Cimanglid Rt 5 / 1,Sukamantri,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200796,SD N TAMANSARI 02,Kp. Taman Rt 03/05,Taman Sari,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200785,SD N TAMANSARI 03,Kp. Warung Loa RT 004/009,Taman Sari,NEGERI,Tamansari,Kab. Bogor,dikdas,,
70042948,SD TAHFIZH QURAN AR RISALAH,JL. CIMANGLID GG. AL-BAROKAH NO.71 RT 002 RW 012,Sirnagalih,SWASTA,Tamansari,Kab. Bogor,dikdas,,
70032106,SDIT AL MINHAJ BOGOR,JL. KEBON KELAPA RT 01 RW 11,Sukamantri,SWASTA,Tamansari,Kab. Bogor,dikdas,0.0,0.0
69864630,SDIT IBNU ABBAS,JL. DAMAI NO.08 RT02/08 NYALINDUNG 161610,Sukamantri,SWASTA,Tamansari,Kab. Bogor,dikdas,,
69815326,SDIT SATRIA BANGSA,Jl.Gadog Sisi RT 01 RW 06 Sukajadi Tamansari Kab.Bogor,Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
69815331,SDIT SEKOLAH UNGGULAN ISLAMI (SUIS),"JL. KP. CIMANGLID RT 5 RW 1, DESA SUKAMANTRI, KEC. TAMANSARI, KAB.BOGOR",Sukamantri,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20201832,SDN GADOG 04,JL.KAMPUNG JAMI,Sukajaya,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200307,SDN SIRNAGALIH 02,Jl. Raya Ciapus Kapten Yusuf RT 002 RW 006,Sukamantri,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200838,SDN SUKAMANTRI 01,Jl. Ppn,Sukamantri,NEGERI,Tamansari,Kab. Bogor,dikdas,,
20200626,SMP AL IKHLAS,Jl Nyalindung No. 142,Sukamantri,SWASTA,Tamansari,Kab. Bogor,dikdas,,
70025649,SMP DARUL QUR AN AL WAFA,"Jl. Babakan SD Inpres Gadog II, Kel. Sukajadi, Kec. Tamansari, Kab. Bogor",Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20270721,SMP ISLAM HASMI,"Jl. Kapten Yusuf (Ciapus), Gg.Purnama",Sukamantri,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20231071,SMP ISLAM TERPADU AL MUTTAQIEN,Jalan Babakan Inpres Sukajadi Rt.01/02,Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20231082,SMP KARYA PAKUAN,Jl.Mandor Suki No.4,Sirnagalih,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20200893,SMP NEGERI 1 TAMANSARI,Jl. Kabandungan 2,Sirnagalih,NEGERI,Tamansari,Kab. Bogor,dikdas,,
69913206,SMP SATRIA BANGSA,Jl.GADOG SISI DESA KEC.TAMAN SARI BOGOR,Sukajadi,SWASTA,Tamansari,Kab. Bogor,dikdas,,
20231086,SMPS LESTARI,Jl. raya Ciapus,Sirnagalih,SWASTA,Tamansari,Kab. Bogor,dikdas,,
60706783,MIS AL IRSYADIYAH,Jl.Inpres II Ds.Cibeuteung Udik,Cibeuteung Udik,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706784,MIS AL MANAR,Jl.Raya Cibeteung Udik Desa Cibeteung Udik,Cibeuteung Udik,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69726678,MIS AS SAADATUL ULA,Jl.Mayjen HE.Sukma Km.11 Cikereteg Rt.02 Rw.04,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706785,MIS MATHLAUL ANWAR,Jl.H.Usa  RT 01/02 Ds.Ciseeng,Kec. Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706794,MIS MISBAHUL ATHFAL,Kp.Cileuleuy RT. 003 RW. 006,Cibentang,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706786,MIS NURUL HUDA,Kp.Cibeuteungmuara Ds.Cibeuteungmuara,Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706787,MIS NURUL IMAN,Jl. AMD No.37 A Ds.Babakan,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706790,MIS NURUL ISLAMIYAH,"Jl.A M D No. 39 Ds.Babakan, Kp. Babakan Sabrang RT 03/01",Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706789,MIS NURUL ISLAMIYAH,Kp.Pondok RT.02/09 Desa Babakan Kec.Ciseeng Kab.Bogor Jawa Barat,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706788,MIS NURUL ISLAMIYAH,Kp.Nyalawati Rt.01 Rw.04 Ds.Karihkil,Kuripan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706791,MIS RAUDLATUL ATHFAL,Kp.Karihkil RT. 04/01 Ds.Karihkil,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706624,MIS TARBIYATUL ATHFAL,Kp.Bojongkoneng Rt 03 / Rw 02,Kuripan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706792,MIS TAUFIQUL ATHFAL,Jl. H.Usa Kp.Setu RT 02/01,Putat Nutug,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
60706793,MIS THO AMUL ATHFAL,Kp.Cihowe RT 02/01,Cihowe,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
70042044,MTs DAARUL IHYA,KP. KURIPAN DESA KURIPAN,Kuripan,SWASTA,Ciseeng,Kab. Bogor,dikdas,0.0,0.0
20277493,MTSS AL IDRUS,Kp. Nyalawati Rt.01/04,Kuripan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277494,MTSS AL IRSYADIYAH,Jl. Inpres Ii Rw007/rt 003 Cibeuteung Udik Ciseeng Bogor 16330,Cibeuteung Udik,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277495,MTSS AL ITTIHADIYAH,Jl. H. Usa No. 18 Kp. Setu,Parigi Mekar,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277496,MTSS AL MANAR,Jl. Cibeuteung Udik Rt. 03/03,Cibeuteung Udik,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277497,MTSS AL MUKHLISHIN,Jl.h. Usa No 23 Desa Ciseeng Rt 003/001,Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277501,MTSS ATHFALUL HAQ,Kp. Cihowe Rt 02/01Desa Cihowe,Cihowe,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277498,MTSS HUDATUL FALAH,Kp.putatnutug Rt 01/02,Putat Nutug,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277499,MTSS NURUL IMAN,Jl.amd No. 37A,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277500,MTSS NURUL ISLAMIYAH,Jl.amd No.39 Kp. Babakan Sabrang Rt.03.01,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69725399,MTSS NUURUL QURAN,Jl.h.miing Rt.04.rw.03,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20277502,MTSS SA AN-NUR,Jl. Warga Bersyukur Rt 002/006 Kp. Poncol,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69927440,MTsSCakrawala Cendekia,Jl. H.usa Kp.malang Nengah Rt 01 Rw 02,Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20201354,SD AL MUKHLISHIN,Jl H Usa Po Box/23 Pru Ciseeng,Cibentang,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20254051,SD INPRES BAITUN NISA,Kp.curug,Putat Nutug,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20238544,SD N BUKIT CALINGCING,Jl. Amd. Bukit Calingcing Rt. 02/03,Kuripan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201057,SD N CIBENTANG 01,Jl.amd Cibentang RT 01/01,Cibentang,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201058,SD N CIBENTANG 02,Jl. Satata Sariksa Rt.04/01,Cibentang,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201030,SD N CIBEUTEUNG MUARA 04,Kp.legok Nyenang RT. 002 RW. 001,Cibeuteung Muara,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201039,SD N CIBEUTEUNG UDIK 02,Kp. Blok Sukun Rt.01/04,Cibeuteung Udik,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201872,SD N CISEENG 01,JL. H. USA NO. 271 CISEENG,Parigi Mekar,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201655,SD N KARIHKIL 03,Jl.h.miing,Karihkil,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201657,SD N KARYA BAKTI,Kp Cihowe Rt02/01,Cihowe,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20254050,SD N KARYA BANGSA,Kp. Ranca Kromong Rt.03/04,Cihowe,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201634,SD N KURIPAN 02,Jl.kramat Kuripan,Kuripan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200151,SD N PUTATNUTUG 04,Kp. Katapang Rt. 02/03,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201370,SD NEGERI BABAKAN 01,Jl. AMD 39 Rt. 07/03,Babakan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201359,SD NEGERI BABAKAN 02,Kp. Pondok RT.02 RW.09,Babakan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201363,SD NEGERI BABAKAN 04,Kp. Babakan Kulon Rt. 005/002,Babakan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201040,SD NEGERI CIBEUTEUNG MUARA 01,Kp.cimeong,Cibeuteung Muara,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201049,SD NEGERI CIBEUTEUNG MUARA 02,Kp. Cimeong Rt.02/02,Cibeuteung Muara,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201048,SD NEGERI CIBEUTEUNG MUARA 03,Kp. Cib. Muara Rt 03/04,Cibeuteung Muara,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201038,SD NEGERI CIBEUTEUNG UDIK 01,Jl. Desa Cibeuteung Udik Rt.01/01,Cibeuteung Udik,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200959,SD NEGERI CIBOGO 02,Kp. Cibogo Sebrang,Ciseeng,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201871,SD NEGERI CISEENG 02,Jl H Usa No 398 Rt 01/01,Ciseeng,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201524,SD NEGERI KAMULYAAN,Jl.muara Putatnutug,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201654,SD NEGERI KARIHKIL 02,JL.H.MIING,Karihkil,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201635,SD NEGERI KURIPAN 01,Jl.amd Kuripan,Kuripan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200152,SD NEGERI PUTAT NUTUG 01,Jl H. Miing Rt 04/02,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200153,SD NEGERI PUTATNUTUG 03,AMD Kp.Putatnutug Rt 02/02,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200235,SD NEGERI SINGGASANA,Jl Gotong Royong Cihoe Ombang,Kuripan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200266,SD NEGERI SRI MURNI,Kp Cisuuk Rt 1/2,Cibeuteung Udik,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
70040724,SD PELITA ZAMAN,JL. BABAKAN KULON III NO. 71 RT 06 RW 02,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69897185,SDIT ANDALUSIA,Jl.H.USA Kp.CIBOGO RT 03 RW 03 CISEENG KAB.BOGOR,Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69986572,SDIT ELYAQIEN,Kp Babakan Kulon RT 002/001,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20201361,SDN BABAKAN 03,Kp Babakan Rt 03/03,Babakan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20201653,SDN KARIHKIL 01,Jl. H. Miing,Karihkil,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20254572,SDN PARIGI,Kp.parigi,Parigi Mekar,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200137,SDN PUTATNUTUG 02,Jl. AMD Kp. Curug RT 01/04,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
70059852,SDTK ABISHAG,JL. PERKEBUNAN NO. 89,Parigi Mekar,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69932569,SMP DAARUL MANNAN,Kp.Cibentang  RT 01 RW 04 Desa Cihowe Ciseeng Bogor,Cihowe,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20200550,SMP DJOJOREDJO PUTAT NUTUG,Jl. Raya  Putat Nutug,Putat Nutug,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20237090,SMP FAJAR,Jl.AMD 39 Rt 07/03 No.105,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69963024,SMP FITRAH ISLAMIC WORLD ACADEMY,Jl H.Miing No. 67,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20200544,SMP ISLAM AL MUKHLISHIN,Jl. H. Usa PO Box 23/PRU Ciseeng,Cibentang,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20268228,SMP N 02 CISEENG,Jl. AMD Cibentang RT 01/03 Desa Kuripan Kecamatan Ciseeng Kab. Bogor,Kuripan,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200743,SMP N 1 CISEENG,Jl. Raya Ciseeng Bogor,Putat Nutug,NEGERI,Ciseeng,Kab. Bogor,dikdas,,
20200562,SMP PGRI 02 PARUNG,Jl. H. Usa No. 271 Ciseeng,Parigi Mekar,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
70008475,SMP PRAMADINA,Jl H Miing Kp Karihkil RT002/001,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20200703,SMP RIYADLUL JANNAH,Jl. Madnur,Babakan,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
70060046,SMP TARUNA CENDEKIA,Jl. Raya Cibeuteung Udik Rt 003/003,Cibeuteung Udik,SWASTA,Ciseeng,Kab. Bogor,dikdas,0.0,0.0
69974175,SMP TRISUKSES,Jl H Miing No 1 Kavling Muara Barokah RT 04/04,Karihkil,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
20269430,SMPS ISLAM TEKNOLOGI INFORMATIKA HARAPAN,Jl. H.USA N0 10,Ciseeng,SWASTA,Ciseeng,Kab. Bogor,dikdas,,
69976196,AL-JUHDIYYAH,KP. BOJONG KONENG RT 03/07,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69976198,ANNUR CIKAHURIPAN,Jl.Raya Klapanunggal Kp. Cibeber,Cikahuripan,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69955881,Darussalam,Kp. Sindanglengo RT 03 RW 03,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
70037041,MI BAITUL NUN,KP. CIBULAKAN RT. 02/01,Ligarmukti,SWASTA,Klapanunggal,Kab. Bogor,dikdas,0.0,0.0
60706872,MIS AL HIKMAH,Kp.Rawagadamin Rt.03/07 Ds.Leuwikaret,Leuwikaret,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706856,MIS AL ISHLAH,Kp. Sindanglengo,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706874,MIS AL KHOERIYAH,Kp. Bojong RT. 05/03,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69982755,MIS AR-RIZQO,KP. CIBUGIS RT 04 RW 06,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69726152,MIS BUSTANU THULAB,Kp.Rawasinga Rt.07/02,Bantar Jati,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706875,MIS DARUL ARQOM,Jl. Cagak Klapanunggal RT.04/01,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706859,MIS DARUSSALAM,Kp.Bagogog Rt.06 Rw.06,Kec. Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706876,MIS HIDAYATUL ISLAM,Kp.Guha Sioray Ds.Leuwikaret,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706877,MIS ISLAMIYAH 01,Kp.Lulut Rt.01/05 Ds.Lulut Kec. Klapanunggal Kab. Bogor,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706878,MIS ISLAMIYAH II,Kp.Cijengkol Rt 01/04 Ds.Lulut,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706879,MIS MIFTAHUL FALAH,Kp.Bantarkopo Ds.Bantarjati RT 11 RW 04,Bantar Jati,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706858,MIS MIFTAHUL ULUM,Kp. Guha Kulon Rt.01/01 Desa Leuwikaret,Leuwikaret,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706881,MIS MIFTAHUSSALAM,Kp./Desa Kembangkuning RT. 12/04,Kembang Kuning,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
60706857,MIS NURUL ANWAR,KP. PASIR SANI RT OO2/010,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20277554,MTSS AL MASYKUR,Kp. Pojok Muara Rt.04 Rw.02 Ds. Lulut,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69725398,MTSS AL MASYKUR 02,Kp.lulut Rt.01 Rw.05,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20277550,MTSS AN NUR,Kp. Cibeber RT. 15/06,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20277551,MTSS ASH SHIDIQIYAH,Kp.walahir Rt.07/04,Leuwikaret,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20277552,MTSS DARUL MUGHNI,Jl. Klapanunggal Kp. Cibeber Ii,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20277553,MTSS FITRAH MULIA,Kp. Nambo Rt.06/02 Ds. Bantarjati,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20230426,SD N BOJONG 02,Jln. Raya Klapanunggal-Bojong,Cikahuripan,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201160,SD N CIKAHURIPAN 03,Kp. Cibeber II RT 12/ 05,Cikahuripan,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201723,SD N CIPARI,KP. CIPARI RT.23/10,Cikahuripan,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201619,SD N KLAPANUNGGAL 01,Jl. Raya Narogong - Klapanunggal,Klapanunggal,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200419,SD N LULUT 02,Kp. Lulut  Rt.01  Rw.01,Lulut,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200421,SD N LULUT 04,Kp. Lulut Rt. 01/06,Lulut,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200422,SD N LULUT 05,Kp. Tegal Sempur Rt. 02/02,Lulut,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200350,SD N NAMBO 01,Jl. Raya Desa Bantarjati  RT.03  RW.01,Bantar Jati,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200354,SD N NAMBO 05,Kp. Walahir RT. 10/05,Nambo,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200142,SD N RAWA RAGAS,Kp. Bojong  Rt.06  Rw.03,Bojong,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20230424,SD NEGERI BOJONG 01,Jalan Raya Bojong - Klapanunggal,Bojong,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20230428,SD NEGERI BOJONG 03,Kp. Bojong,Bojong,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200962,SD NEGERI CIBULAKAN,Kp. Sodong Rt 04 Rw 02,Ligarmukti,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201158,SD NEGERI CIKAHURIPAN 01,Kp. Palahlar  Rt.19  Rw.08,Cikahuripan,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201159,SD NEGERI CIKAHURIPAN 02,"Kp. Cibeber RT 009 RW 004 Desa Cikahuripan, Klapanunggal - Kab. Bogor",Cikahuripan,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20230536,SD NEGERI KEMBANGKUNING,Desa Kembangkuning Kec Klapanunggal,Kembang Kuning,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201609,SD NEGERI KLAPANUNGGAL 02,Kp. Sindang Lengo Rt 03/03,Klapanunggal,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201608,SD NEGERI KLAPANUNGGAL 03,Kp. Tegal Rt 19 Rw 06,Kembang Kuning,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201607,SD NEGERI KLAPANUNGGAL 04,Jl. Raya Narogong,Kembang Kuning,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200418,SD NEGERI LULUT 01,Kp. Bojong Koneng Rt 01 Rw 08,Lulut,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200420,SD NEGERI LULUT 03,Kp. Guha Siangin RT. 04 RW. 04,Leuwikaret,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200423,SD NEGERI LULUT 06,Rt 2/3 Desa Lulut,Lulut,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200351,SD NEGERI NAMBO 02,Kp. Walahir  RT.07/04,Nambo,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200495,SD NEGERI NAROGONG,Kp. Kembang Kuning,Kembang Kuning,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20201340,SD SMART CIBINONG,Jl. Raya Narogong Ds. Kembangkuning,Kembang Kuning,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
70031795,SD TAHFIDZ INSAN IHSANI INDONESIA,KP. RAWA RAGAS RT 012/006,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,0.0,0.0
20269313,SDIP NUR ALIF,Perum Bci Kp. Cibeber Desa Cikahuripan  Kec. Klapanunggal,Cikahuripan,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
70037446,SDIT AS-SALAM ISLAMIC GREEN SCHOOL,JL. HAJI SALAM RT 004 RW 002,Cikahuripan,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20200961,SDN CIBUGIS,Kp. Cibugis Rt 02 Rw 05,Klapanunggal,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20258284,SDTIARA SCHOOL II,Jl. Citra Graha Prima Bojong Klapanunggal 16710,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20254580,SDYASPEN TUGU IBU IV,Jl. Raya Klapanunggal-bojong Kp. Bojong Rt 05/03,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69965910,SMP AL - FALAH LULUT,Kp Lulut Rt 001/001,Lulut,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69772270,SMP DARUL ARQOM,JL. CAGAK RT 04/01,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69760887,SMP ISLAM AL KAUTSAR KLAPANUNGGAL,Jl. Lebak Pasar,Nambo,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69888842,SMP ISLAM ARRAUDHOH,KP. SINDANG LENGO RT 05/04,Klapanunggal,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20254615,SMP NEGERI 1 KLAPANUNGGAL,Jl.terusan Bojong Klapanunggal,Klapanunggal,NEGERI,Klapanunggal,Kab. Bogor,dikdas,,
20200571,SMP PGRI BOJONG,KP. BOJONG RT.05/03,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
70028173,SMP PLUS FITRAH MULIA,JL. ABAH MARJAIH KP. NAMB0 RT. 006 RW. 002,Bantar Jati,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
20231153,SMP SMART CIBINONG,Jl. Raya Narogong Cileungsi,Kembang Kuning,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69970325,SMP TIARA SCHOOL 2,Jl Nusantara Raya No 9 RT 003/002,Bojong,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69981596,SMPIT AL FATIH KLAPANUNGGAL,Jl Anggrek Raya RT 025/11,Cikahuripan,SWASTA,Klapanunggal,Kab. Bogor,dikdas,,
69993291,MI NURUL AIN,KP. SUKAHATI RT 01/03,Sipayung,SWASTA,Sukajaya,Kab. Bogor,dikdas,0.0,0.0
60707055,MIS AL AMANAH,Kp.Pasirbandera Ds.Kiarasari,Kiarasari,SWASTA,Sukajaya,Kab. Bogor,dikdas,,
60707057,MIS AL HIDAYAH,Kp.Rancanangka Rt.02/04 Ds.Cileuksa,Cileuksa,SWASTA,Sukajaya,Kab. Bogor,dikdas,,
60707056,MIS AL HIDAYAH,Jl.Amd No.2 Km.8 Kp.Cibadak Rt.01/02 Ds.Sukamulih,JAYARAHARJA,SWASTA,Sukajaya,Kab. Bogor,dikdas,,
60707058,MIS AL MUJAHIDIN,Kp. Kompa RT. 02/02 Ds. Sipayung,Sipayung,SWASTA,Sukajaya,Kab. Bogor,dikdas,,
60707059,MIS HIDAYATUSSHIBYAN,Kp.Pojok Bolang RT 02/08,Kiarasari,SWASTA,Sukajaya,Kab. Bogor,dikdas,,
